model,metric,value,seed
MOLM (OneHot),aff_aps_mean,0.9684581671016671,2024
MOLM (OneHot),aff_aps_std,0.004267148860714125,2024
MOLM (OneHot),spec_aps_mean,0.9775079622619508,2024
MOLM (OneHot),spec_aps_std,0.004405980169825419,2024
MOLM (OneHot),aff_mccs_mean,0.8559308758586489,2024
MOLM (OneHot),aff_mccs_std,0.02471049288339402,2024
MOLM (OneHot),spec_mccs_mean,0.8566001959821191,2024
MOLM (OneHot),spec_mccs_std,0.011065905714805447,2024
MOLM (OneHot),affinity_mean,0.93025,2024
MOLM (OneHot),affinity_std,0.01309580085370881,2024
MOLM (OneHot),specificity_mean,0.92775,2024
MOLM (OneHot),specificity_std,0.005884301147969911,2024
MOLM (ESM2),affinity_accs_mean,0.86975,2024
MOLM (ESM2),affinity_accs_std,0.015799525309324984,2024
MOLM (ESM2),specificity_accs_mean,0.90575,2024
MOLM (ESM2),specificity_accs_std,0.011197097838279322,2024
MOLM (ESM2),aff_aucs_mean,0.9531418331450796,2024
MOLM (ESM2),aff_aucs_std,0.005486539427892945,2024
MOLM (ESM2),spec_aucs_mean,0.960845,2024
MOLM (ESM2),spec_aucs_std,0.007228175556459633,2024
MOLM (ESM2),aff_aps_mean,0.9246694621358081,2024
MOLM (ESM2),aff_aps_std,0.011598129218716224,2024
MOLM (ESM2),spec_aps_mean,0.9596071429868711,2024
MOLM (ESM2),spec_aps_std,0.00959478489987832,2024
MOLM (ESM2),aff_mccs_mean,0.7452693231794086,2024
MOLM (ESM2),aff_mccs_std,0.02590363465281221,2024
MOLM (ESM2),spec_mccs_mean,0.8118476898907605,2024
MOLM (ESM2),spec_mccs_std,0.02243756891601233,2024
MOLM (ESM2),affinity_mean,0.86975,2024
MOLM (ESM2),affinity_std,0.015799525309324984,2024
MOLM (ESM2),specificity_mean,0.90575,2024
MOLM (ESM2),specificity_std,0.011197097838279322,2024
MOLM (Fusion-ESM2),affinity_accs_mean,0.9265000000000001,2024
MOLM (Fusion-ESM2),affinity_accs_std,0.012129509470708216,2024
MOLM (Fusion-ESM2),specificity_accs_mean,0.9275,2024
MOLM (Fusion-ESM2),specificity_accs_std,0.00707106781186545,2024
MOLM (Fusion-ESM2),aff_aucs_mean,0.977414038622392,2024
MOLM (Fusion-ESM2),aff_aucs_std,0.002534027039912176,2024
MOLM (Fusion-ESM2),spec_aucs_mean,0.9789337499999998,2024
MOLM (Fusion-ESM2),spec_aucs_std,0.002754435627310981,2024
MOLM (Fusion-ESM2),aff_aps_mean,0.9683925441464204,2024
MOLM (Fusion-ESM2),aff_aps_std,0.003986792932599088,2024
MOLM (Fusion-ESM2),spec_aps_mean,0.9791175296648591,2024
MOLM (Fusion-ESM2),spec_aps_std,0.0031807711292031905,2024
MOLM (Fusion-ESM2),aff_mccs_mean,0.8494554196897578,2024
